全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
,,市民グランド,,,132195.0,,狛江市和泉本町2-15-2,,狛江市,,,,35.640441,139.579224,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,西和泉グランド,,,132195.0,,狛江市西和泉1-16-1,,狛江市,,,,35.639091,139.565356,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,前原公園,,,132195.0,,狛江市西野川3-11-1,,狛江市,,,,35.644846,139.570077,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,都営団地（公園）,,,132195.0,,狛江市和泉本町4-7,,狛江市,,,,35.643785,139.570411,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,多摩川住宅（公園）,,,132195.0,,狛江市西和泉1・2丁目,,狛江市,,,,35.63723,139.563672,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,上和泉地域センター,,,132195.0,,狛江市和泉本町4-7-51,,狛江市,,,,35.645229,139.567988,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,都立狛江高等学校,,,132195.0,,狛江市元和泉3-9-1,,狛江市,,,,35.627432,139.570562,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,
,,多摩川左岸一帯,,,132195.0,,狛江市元和泉3丁目～駒井町3丁目,,狛江市,,,,35.624419,139.572589,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,西河原公園,,,132195.0,,狛江市元和泉2-38-1,,狛江市,,,,35.632729,139.567065,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,防衛省共済組合狛江スポーツセンター,,,132195.0,,狛江市元和泉2-30,,狛江市,,,,35.63229,139.568484,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,狛江こだま幼稚園,,,132195.0,,狛江市中和泉3-14-8,,狛江市,,,,35.637592,139.568672,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,狛江みずほ幼稚園,,,132195.0,,狛江市岩戸南4-14-1,,狛江市,,,,35.626521,139.590249,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,子鹿幼稚園,,,132195.0,,狛江市東野川3-17-1,,狛江市,,,,35.646101,139.584612,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,中央公民館,,,132195.0,,狛江市和泉本町1-1-5,,狛江市,,,,35.635065,139.578162,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,ユニディ狛江店（駐車場）,,,132195.0,,狛江市和泉本町4-6-3,,狛江市,,,,35.643294,139.570692,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,ニトリ狛江ショッピングセンター（駐車場）,,,132195.0,,狛江市岩戸南2-4-3,,狛江市,,,,35.632608,139.5877,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,上仲原公園,,,132209.0,,東大和市向原1-1,,東大和市,,,,35.741848,139.443636,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,桜が丘市民広場,,,132209.0,,東大和市桜が丘2-142-2,,東大和市,,,,35.735587,139.426027,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和南公園,,,132209.0,,東大和市桜が丘2-106-2,,東大和市,,,,35.733512,139.424591,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,都立東大和南高校,,,132209.0,,東大和市桜が丘3-44-8,,東大和市,,,,35.731948,139.423397,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,都立東大和高校,,,132209.0,,東大和市中央3-945,,東大和市,,,,35.745221,139.42456,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第一中学校,,,132209.0,,東大和市奈良橋3-530,,東大和市,,,,35.75135,139.428,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第二中学校,,,132209.0,,東大和市南街3-60-4,,東大和市,,,,35.739609,139.428617,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第三中学校,,,132209.0,,東大和市仲原2-7,,東大和市,,,,35.744324,139.441756,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第四中学校,,,132209.0,,東大和市立野2-6-2,,東大和市,,,,35.744929,139.418285,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第五中学校,,,132209.0,,東大和市芋窪5-1119,,東大和市,,,,35.748218,139.416935,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第一小学校,,,132209.0,,東大和市奈良橋4-573,,東大和市,,,,35.75141,139.425981,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第二小学校,,,132209.0,,東大和市南街3-61-2,,東大和市,,,,35.738457,139.429488,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第三小学校,,,132209.0,,東大和市清原4-1312-2,,東大和市,,,,35.740074,139.446379,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第四小学校,,,132209.0,,東大和市狭山5-1038,,東大和市,,,,35.748589,139.441126,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第五小学校,,,132209.0,,東大和市向原1-11,,東大和市,,,,35.740745,139.440849,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第六小学校,,,132209.0,,東大和市仲原1-5-1,,東大和市,,,,35.744461,139.443477,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第七小学校,,,132209.0,,東大和市芋窪5-1171,,東大和市,,,,35.750242,139.414687,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第八小学校,,,132209.0,,東大和市立野3-1255,,東大和市,,,,35.741389,139.422492,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第九小学校,,,132209.0,,東大和市蔵敷2-546,,東大和市,,,,35.751931,139.419943,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東大和市立第十小学校,,,132209.0,,東大和市上北台3-399,,東大和市,,,,35.741841,139.413089,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東京街道団地中央公園,,,132209.0,,東大和市清原3-1,,東大和市,,,,35.741619,139.448044,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,向原中央広場,,,132209.0,,東大和市向原3-10,,東大和市,,,,35.739822,139.435532,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,中央公園,,,132217.0,,清瀬市梅園1-613,,清瀬市,,,,35.774156,139.510089,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,竹丘公園,,,132217.0,,清瀬市竹丘3-691-6,,清瀬市,,,,35.764807,139.50601,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,金山緑地公園,,,132217.0,,清瀬市中里4-650,,清瀬市,,,,35.788446,139.522001,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
,,神山公園,,,132217.0,,清瀬市中清戸3-235,,清瀬市,,,,35.775909,139.531173,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,下宿運動公園,,,132217.0,,清瀬市下宿2-524-1,,清瀬市,,,,35.798068,139.533762,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,下宿第二運動公園,,,132217.0,,清瀬市下宿2-579-4,,清瀬市,,,,35.801671,139.536445,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,清瀬内山運動公園,,,132217.0,,清瀬市下宿3-1375,,清瀬市,,,,35.804287,139.541468,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,コミュニティプラザひまわり,,,132217.0,,清瀬市下清戸1-212-4,,清瀬市,,,,35.778162,139.538732,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,都立清瀬高等学校,,,132217.0,,清瀬市松山3-1-56,,清瀬市,,,,35.769699,139.514874,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,都職員共済組合清瀬運動場,,,132217.0,,清瀬市竹丘3-10-5,,清瀬市,,,,35.763279,139.501764,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,東星学園,,,132217.0,,清瀬市梅園3-14-47,,清瀬市,,,,35.774037,139.501805,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,日本社会事業大学,,,132217.0,,清瀬市竹丘3-10-30,,清瀬市,,,,35.766493,139.507336,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,明治薬科大学,,,132217.0,,清瀬市野塩2-522-1,,清瀬市,,,,35.781311,139.506566,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,国立看護大学校,,,132217.0,,清瀬市梅園1-2-1,,清瀬市,,,,35.773444,139.508564,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,都立清瀬特別支援学校,,,132217.0,,清瀬市松山3-1-97,,清瀬市,,,,35.76896,139.511529,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,清瀬小学校,,,132217.0,,清瀬市中里5-741,,清瀬市,,,,35.784984,139.525673,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,芝山小学校,,,132217.0,,清瀬市元町2-16-8,,清瀬市,,,,35.775212,139.51087,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第三小学校,,,132217.0,,清瀬市竹丘1-15-4,,清瀬市,,,,35.768277,139.510429,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第四小学校,,,132217.0,,清瀬市中里2-1471,,清瀬市,,,,35.7827,139.510004,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第六小学校,,,132217.0,,清瀬市梅園2-9-45,,清瀬市,,,,35.771562,139.504528,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第七小学校,,,132217.0,,清瀬市松山3-1-92,,清瀬市,,,,35.76778,139.512743,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第八小学校,,,132217.0,,清瀬市中清戸4-1070,,清瀬市,,,,35.787176,139.531044,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第十小学校,,,132217.0,,清瀬市中清戸1-454-14,,清瀬市,,,,35.774871,139.527711,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,清明小学校,,,132217.0,,清瀬市旭が丘2-8-1,,清瀬市,,,,35.796428,139.539571,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,清瀬中学校,,,132217.0,,清瀬市中里5-624,,清瀬市,,,,35.785033,139.524557,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第二中学校,,,132217.0,,清瀬市梅園2-9-15,,清瀬市,,,,35.772834,139.504792,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第三中学校,,,132217.0,,清瀬市旭が丘1-262,,清瀬市,,,,35.791374,139.535032,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第四中学校,,,132217.0,,清瀬市野塩3-2-3,,清瀬市,,,,35.778519,139.507797,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第五中学校,,,132217.0,,清瀬市中清戸3-258-1,,清瀬市,,,,35.774768,139.533836,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
,,第一小学校,,,132225.0,,東久留米市中央町6-8-1,,東久留米市,,,,35.75394,139.516123,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第二小学校,,,132225.0,,東久留米市新川町1-14-6,,東久留米市,,,,35.759462,139.538124,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第三小学校,,,132225.0,,東久留米市中央町1-16-1,,東久留米市,,,,35.757122,139.524477,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第五小学校,,,132225.0,,東久留米市南沢4-6-1,,東久留米市,,,,35.746606,139.528434,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第六小学校,,,132225.0,,東久留米市金山町1-17-1,,東久留米市,,,,35.768873,139.537439,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第七小学校,,,132225.0,,東久留米市滝山7-26-30,,東久留米市,,,,35.749905,139.504046,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第九小学校,,,132225.0,,東久留米市滝山3-2-30,,東久留米市,,,,35.742034,139.507813,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,第十小学校,,,132225.0,,東久留米市柳窪5-9-43,,東久留米市,,,,35.750656,139.492854,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,小山小学校,,,132225.0,,東久留米市小山5-5-4,,東久留米市,,,,35.764893,139.518598,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,神宝小学校,,,132225.0,,東久留米市神宝町1-6-7,,東久留米市,,,,35.766808,139.543804,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,南町小学校,,,132225.0,,東久留米市南町3-2-23,,東久留米市,,,,35.741194,139.524078,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,本村小学校,,,132225.0,,東久留米市野火止3-5-1,,東久留米市,,,,35.760148,139.507712,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,旧下里小学校,,,132225.0,,東久留米市下里3-11-25,,東久留米市,,,,35.751513,139.498635,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,東中学校,,,132225.0,,東久留米市上の原2-1-40,,東久留米市,,,,35.771261,139.54681,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,西中学校,,,132225.0,,東久留米市滝山2-3-23,,東久留米市,,,,35.746732,139.508486,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,南中学校,,,132225.0,,東久留米市学園町2-1-23,,東久留米市,,,,35.749468,139.534561,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,下里中学校,,,132225.0,,東久留米市下里3-21-1,,東久留米市,,,,35.751553,139.499718,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,中央中学校,,,132225.0,,東久留米市中央町5-7-65,,東久留米市,,,,35.749955,139.516207,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,東久留米市スポーツセンター,,,132225.0,,東久留米市大門町2-14-37,,東久留米市,,,,35.762259,139.544302,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,都立東久留米総合高等学校,,,132225.0,,東久留米市幸町5-8-46,,東久留米市,,,,35.762418,139.518895,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,都立久留米西高等学校,,,132225.0,,東久留米市野火止2-1-44,,東久留米市,,,,35.761768,139.512829,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,自由学園,,,132225.0,,東久留米市学園町1-8-15,,東久留米市,,,,35.754309,139.537753,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,クリスチャン・アカデミー・イン・ジャパン,,,132225.0,,東久留米市新川町1-2-14,,東久留米市,,,,35.758878,139.536347,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,東京学芸大学付属特別支援学校,,,132225.0,,東久留米市氷川台1-6-1,,東久留米市,,,,35.764725,139.530567,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,大門中学校,,,132225.0,,東久留米市大門町2-13-8,,東久留米市,,,,35.762856,139.543632,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,柳泉園組合グランド,,,132225.0,,東久留米市下里4-3-10,,東久留米市,,,,35.754759,139.494495,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,滝山公園,,,132225.0,,東久留米市滝山2-4,,東久留米市,,,,35.745565,139.51003,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,不動橋広場,,,132225.0,,東久留米市浅間町1-17,,東久留米市,,,,35.758226,139.538917,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,小山台遺跡公園,,,132225.0,,東久留米市小山1-10,,東久留米市,,,,35.7645,139.529209,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,下里本邑遺跡公園,,,132225.0,,東久留米市野火止3-4,,東久留米市,,,,35.761147,139.508896,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,浄牧院･新川第2広場,,,132225.0,,東久留米市大門町1-3-4,,東久留米市,,,,35.763708,139.538477,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,都立六仙公園,,,132225.0,,東久留米市中央町3,,東久留米市,,,,35.749933,139.522754,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,浅間町地区センター,,,132225.0,,東久留米市浅間町2-24-16,,東久留米市,,,,35.757838,139.541758,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,
,,野火止地区センター,,,132225.0,,東久留米市野火止2-1-83,,東久留米市,,,,35.763584,139.513348,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,
,,第一小学校,,,132233.0,,武蔵村山市本町1-1-11,,武蔵村山市,,,,35.754535,139.38809,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第二小学校,,,132233.0,,武蔵村山市三ツ木2-12-2,,武蔵村山市,,,,35.757931,139.373937,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第三小学校,,,132233.0,,武蔵村山市中藤1-36-1,,武蔵村山市,,,,35.756666,139.397796,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第七小学校,,,132233.0,,武蔵村山市大南2-78-1,,武蔵村山市,,,,35.739674,139.401894,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第八小学校,,,132233.0,,武蔵村山市三ツ藤2-50-1,,武蔵村山市,,,,35.750211,139.3762,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
,,第九小学校,,,132233.0,,武蔵村山市学園1-85-1,,武蔵村山市,,,,35.747644,139.393988,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第十小学校,,,132233.0,,武蔵村山市残堀5-100-1,,武蔵村山市,,,,35.752827,139.366941,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,雷塚小学校,,,132233.0,,武蔵村山市学園4-6-1,,武蔵村山市,,,,35.745617,139.401798,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第一中学校,,,132233.0,,武蔵村山市本町2-76-1,,武蔵村山市,,,,35.754899,139.381629,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第三中学校,,,132233.0,,武蔵村山市神明4-117-1,,武蔵村山市,,,,35.749696,139.404064,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,第四中学校,,,132233.0,,武蔵村山市大南2-79-1,,武蔵村山市,,,,35.739898,139.400551,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
,,第五中学校,,,132233.0,,武蔵村山市残堀5-55,,武蔵村山市,,,,35.75337,139.369136,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
,,小中一貫校村山学園,,,132233.0,,武蔵村山市緑が丘1460,,武蔵村山市,,,,35.743477,139.407887,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,山王森公園,,,132233.0,,武蔵村山市三ツ藤3-27,,武蔵村山市,,,,35.75613,139.370617,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,雷塚公園,,,132233.0,,武蔵村山市学園4-4,,武蔵村山市,,,,35.744724,139.399815,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,オカネ塚公園,,,132233.0,,武蔵村山市緑が丘1619,,武蔵村山市,,,,35.745652,139.408843,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,大南公園,,,132233.0,,武蔵村山市緑が丘2542,,武蔵村山市,,,,35.738917,139.40772,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,伊奈平公園,,,132233.0,,武蔵村山市伊奈平5-84,,武蔵村山市,,,,35.740141,139.371273,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,経塚向公園,,,132233.0,,武蔵村山市中原2-50-16,,武蔵村山市,,,,35.754536,139.360063,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,中原公園,,,132233.0,,武蔵村山市中原2-21-4,,武蔵村山市,,,,35.756855,139.363293,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,大南東公園,,,132233.0,,武蔵村山市大南5-2-4,,武蔵村山市,,,,35.73775,139.404721,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,三ツ藤南公園,,,132233.0,,武蔵村山市三ツ藤1-77-1,,武蔵村山市,,,,35.748945,139.380614,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,小山内運動広場,,,132233.0,,武蔵村山市岸2-13-4,,武蔵村山市,,,,35.764607,139.365312,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,シドメ久保運動広場,,,132233.0,,武蔵村山市残堀2-61-1,,武蔵村山市,,,,35.746031,139.370559,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,三ツ木地域運動場,,,132233.0,,武蔵村山市三ツ木1-15-2,,武蔵村山市,,,,35.756605,139.37847,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,原山地域運動場,,,132233.0,,武蔵村山市中央2-85-1,,武蔵村山市,,,,35.751979,139.39316,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,残堀・伊奈平地域運動場,,,132233.0,,武蔵村山市残堀4-21-1,,武蔵村山市,,,,35.748085,139.369101,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,総合運動公園運動場（第一）,,,132233.0,,武蔵村山市岸3-45-6,,武蔵村山市,,,,35.764824,139.372058,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,総合運動公園運動場（第二）,,,132233.0,,武蔵村山市岸3-45-6,,武蔵村山市,,,,35.764824,139.372058,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,野山北公園運動場,,,132233.0,,武蔵村山市本町5-31-1,,武蔵村山市,,,,35.76378,139.384452,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,カマキリ公園,,,132233.0,,武蔵村山市緑が丘1460,,武蔵村山市,,,,35.742684,139.407712,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市民総合センター,,,132233.0,,武蔵村山市学園4-5-1,,武蔵村山市,,,,35.746227,139.403259,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,総合体育館,,,132233.0,,武蔵村山市岸3-45-6,,武蔵村山市,,,,35.764788,139.371992,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,総合運動公園運動場（第三）,,,132233.0,,武蔵村山市岸3-45-6,,武蔵村山市,,,,35.765235,139.372901,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,プリンスの丘公園,,,132233.0,,武蔵村山市榎1-1-12,,武蔵村山市,,,,35.743147,139.387752,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,横田児童遊園,,,132233.0,,武蔵村山市本町4-41-2,,武蔵村山市,,,,35.758834,139.386525,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,新大南運動広場,,,132233.0,,武蔵村山市大南3-64-1,,武蔵村山市,,,,35.736688,139.403172,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,多摩第一小学校校庭,,,132241.0,,多摩市関戸3-2-23,,多摩市,,,,35.647867,139.438974,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,多摩第二小学校校庭,,,132241.0,,多摩市和田75,,多摩市,,,,35.614009,139.418096,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,多摩第三小学校校庭,,,132241.0,,多摩市乞田712,,多摩市,,,,35.628539,139.460287,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,連光寺小学校校庭,,,132241.0,,多摩市連光寺3-64-1,,多摩市,,,,35.613573,139.42376,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,北諏訪小学校校庭,,,132241.0,,多摩市諏訪1-60-1,,多摩市,,,,35.614434,139.415105,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,東寺方小学校校庭,,,132241.0,,多摩市東寺方100,,多摩市,,,,35.619615,139.454362,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,南鶴牧小学校校庭,,,132241.0,,多摩市鶴牧5-43,,多摩市,,,,35.62745,139.445777,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,聖ヶ丘小学校校庭,,,132241.0,,多摩市聖ヶ丘3-66,,多摩市,,,,35.619698,139.445219,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,西落合小学校校庭,,,132241.0,,多摩市落合5-6,,多摩市,,,,35.618353,139.429573,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,大松台小学校校庭,,,132241.0,,多摩市鶴牧6-4,,多摩市,,,,35.617673,139.441236,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,諏訪小学校校庭,,,132241.0,,多摩市諏訪5-13,,多摩市,,,,35.622606,139.433814,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,永山小学校校庭,,,132241.0,,多摩市永山2-8-1,,多摩市,,,,35.634785,139.434433,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,瓜生小学校校庭,,,132241.0,,多摩市永山5-13,,多摩市,,,,35.64872,139.456022,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,東落合小学校校庭,,,132241.0,,多摩市落合3-24,,多摩市,,,,35.633599,139.432231,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,貝取小学校校庭,,,132241.0,,多摩市貝取3-9,,多摩市,,,,35.641836,139.430236,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
